Tweet,Reply
"Sasa mate ni kitu ya kunyimana kweli,na ingekuwa juice?", Ungenunua
"Sasa mate ni kitu ya kunyimana kweli,na ingekuwa juice?", Sieeet 😂😂
"Sasa mate ni kitu ya kunyimana kweli,na ingekuwa juice?", Ama tei
"Sasa mate ni kitu ya kunyimana kweli,na ingekuwa juice?", 😂🚮
"Sasa mate ni kitu ya kunyimana kweli,na ingekuwa juice?", Tunauza
"Sasa mate ni kitu ya kunyimana kweli,na ingekuwa juice?", 🤣
Huyu akikunyima utakubali ama liwalo na liwe ," Me aezi ninyima nikitoa dick inje ,  ata ataanza tu kurub clit"
Religion is in the control business that's why they inflict fear on the people to make it easier to rule them. Have… , The fear of the unknown is what makes people go to church in hope of redemption and mercy . Ask yourself if there is no death if the religious houses would still be full.
Religion is in the control business that's why they inflict fear on the people to make it easier to rule them. Have… , Heaven and hell are just human constructs used by organised religion to recruit and retain members.
"Sasa mate ni kitu ya kunyimana kweli,na ingekuwa juice?", Ohh
"Sasa mate ni kitu ya kunyimana kweli,na ingekuwa juice?", Eh
Religion is in the control business that's why they inflict fear on the people to make it easier to rule them. Have… , It's better to serve a God and letter find out There is no God than not serving a God and letter in life find out There is indeed a true God .. religion is faith
Religion is in the control business that's why they inflict fear on the people to make it easier to rule them. Have… ,  Fear is the greatest weapon on God arsenal.that y the church created hell...
Religion is in the control business that's why they inflict fear on the people to make it easier to rule them. Have… , 
Huyu akikunyima utakubali ama liwalo na liwe , I need your followers too
Huyu akikunyima utakubali ama liwalo na liwe , huyu ata anipee tuh panti yake 😂
Huyu akikunyima utakubali ama liwalo na liwe , Akininyima haswa🤔🤔🤔🤔
"New arrivals, available at  🔵PRADA/LV BOOTS🔵SIZE 36-40🔵KSH 4000📞0703264421Till 9197391Loca… ",  Where can I get this at Nigeria
Huyu akikunyima utakubali ama liwalo na liwe , Mkuu specify akininyima nn?
"New arrivals, available at  🔵PRADA/LV BOOTS🔵SIZE 36-40🔵KSH 4000📞0703264421Till 9197391Loca… ",  🔥
Religion is in the control business that's why they inflict fear on the people to make it easier to rule them. Have… ," They'll still tell you 'the FEAR of the lord is the beginning of wisdom"""
"New arrivals, available at  🔵PRADA/LV BOOTS🔵SIZE 36-40🔵KSH 4000📞0703264421Till 9197391Loca… ",  Nice
Religion is in the control business that's why they inflict fear on the people to make it easier to rule them. Have… , Sad
Religion is in the control business that's why they inflict fear on the people to make it easier to rule them. Have… ,  sad
Religion is in the control business that's why they inflict fear on the people to make it easier to rule them. Have… , 😎
Religion is in the control business that's why they inflict fear on the people to make it easier to rule them. Have… , Heeeh
Religion is in the control business that's why they inflict fear on the people to make it easier to rule them. Have… , Type na Kiswahili nikuelewe basi
Religion is in the control business that's why they inflict fear on the people to make it easier to rule them. Have… , Huh
Huyu akikunyima utakubali ama liwalo na liwe , Hawa watoto wa Eve wakikukataa itabidi ukubali otherwise ...
Religion is in the control business that's why they inflict fear on the people to make it easier to rule them. Have… ,  Weaponized fear is the only way to control the masses... It's why the church and the government have been in bed together since Constantine.
Religion is in the control business that's why they inflict fear on the people to make it easier to rule them. Have… , Indeed
Religion is in the control business that's why they inflict fear on the people to make it easier to rule them. Have… ,  Obvious it exists
Religion is in the control business that's why they inflict fear on the people to make it easier to rule them. Have… , Yes I have but I believe they do
Religion is in the control business that's why they inflict fear on the people to make it easier to rule them. Have… ,Soon I'll do a thread on this. Follow 
"New arrivals, available at  🔵PRADA/LV BOOTS🔵SIZE 36-40🔵KSH 4000📞0703264421Till 9197391Loca… ",Size 36-40Ksh 4000 
Huyu akikunyima utakubali ama liwalo na liwe , 🤣🤣🤣 
Huyu akikunyima utakubali ama liwalo na liwe , Liwalo naliwe bana
Huyu akikunyima utakubali ama liwalo na liwe , Pesa yako tu  apaa  awezi kataaa
        ,"          Usijali ukipatana na huyo wake, ntakuwa nikishugulikia wako. Siko poa bro."
    Huyo anataka kulinganisha bei ya land huko Lumakhanda na Nairobi😅,    Ndo nashangaa😂😂😂😂😂😂ati 100k
  Mnacheka hadi mnakulana,   Haki we Babu kwn uko ritho?
   You gained a follower Dr.😅,    And another one
   Respect that kid on your avi,"   Hahaa, so what shows I got no respect for him?"
   Respect that kid on your avi,   🤣🤣
  Mnacheka hadi mnakulana,   Mabao
  Mnacheka hadi mnakulana,   Wee mzee
  Mnacheka hadi mnakulana,   😂😂😂😂💝
  Mnacheka hadi mnakulana,   Shindwe
  Mnacheka hadi mnakulana,   🤣🤣🤣
  Mnacheka hadi mnakulana,   😹😹😹
  Can you be my night nurse?,"  I am a nurse, am not shady."
"  Do you, by any chance do night shifts?",  Ofcos.
  Jambo,  Sijambo.
  Osama right now in her DMs😅 ,   🤣🤣
  Osama right now in her DMs😅 ,   
  Osama right now in her DMs😅 ,   Man down 🤣🤣🤣🤣
  ," Great! Friend , Video? get it here  ,😀 You can always check your download page if i don't respond. Cheers"
"   Hio ingine niko, political tutaona tukiweka vichwa pamoja",   🤣🤣🤣
"   Hio ingine niko, political tutaona tukiweka vichwa pamoja",   Okay
 , 
" Read books, google, don't be dumb as well", Uuhm… would you give me an example of a book that I should read? Or a simple explanation to guide me on what to google?  Have in mind that I didn’t do business or economics. Thanks. 
 Naeza kukunywa pia, Na straw?
"  Solution is to keep trying, lower expectations... you can't accept yourself that you will never make it","  Accepting yourself means living within your means,to stop forcing becoming rich  and making peace with the fact that whether you become rich or not life must  continue."
"Tausi, I need a pair ", 0702287432
 check dm and respond, Done
 An oversight maybe?, 
 5:46 pm and night doesn't look good, I was busy that time
 How do you bond with a 14days human being?, Pata mtoto Kwanzaa brathe ndio utaniambia
"Hukua tamu tu kwa mwenye anakula, otherwise unaeza puke ", 😂 😂 😂
Would you would like us to brand your company's vehicle?Contact us today #vehiclebranding… ," simplicity ,nice"
Your potential is wrapped up in your purpose. , True!
"  👉 Do not rush, your body takes time to break habits and adapt to new ones👉 Scale down with targ… ","  It took me 3 months to completely do away with added sugar. After experiencing the benefits I easily said NO to soft drinks, honey and cakes.Once or twice, I do plain blended mango/orange/etc juice as an alternative."
"  👉 Do not rush, your body takes time to break habits and adapt to new ones👉 Scale down with targ… ",  Thank you- this is sound advice
"  Hey!Firstly, the process isn't a bed of rosesBut it's worthwhile in the mid term and long ter… ","  👉 Do not rush, your body takes time to break habits and adapt to new ones👉 Scale down with targets. I.e move from 4 to 2 then 1 to 0 teaspoons.👉Drop all forms of processed sugar, do honey as a TEMPORARY alternative 👉Do fruit based sugar to support your needs - moderately"
"  Hey!Firstly, the process isn't a bed of rosesBut it's worthwhile in the mid term and long ter… ",  Thank you- I keep quitting and going back
This Is Not How To Run A Business. An interesting read on  cc    ,     Dear Kenyans am Ali kindly requesting ur help you share I get job offer am honest hardworking experience driver looking for job kindly share I might get job offer thanks God bless you any job offer please 0710198255
Alaaaa! 😂😂😂 , Kenyans right now! 
 😁 Should I start calling you in-law?, Haha. Not really. Someone sent me this. I am trying to learn the language and maybe be your in law 😅
,What you won’t do for love
Rams are in the Super Bowl!! Yeeeaaah, Yessirrr
Big time but we got this 💪🏾 , 🤞🏿🤞🏿🤞🏿hope so
I know man! Skowronek is messing up , Stinking 🤦🏾‍♂️
Stafford is next level. What a QB, Only if his receivers were not fuckin up 🥴
 Knew it lmaoGangster on the TL but deep down uko sweet, 😂😂ahh I’m gangsta. And no I’m not sweet🤣🤣unachoma street cred
Double overtime,Triple overtime
Heat-Raptors overtime game is intense,Double overtime
 Damn stopped watching when they were 15+ points ahead Lemme tune back, Close game this one
Harry Potter and the Goblet of Fire is easily the best movie in the series,The best book is Harry Potter and the Half-Blood-Prince
Juice WRLD was way ahead of his time. Thoroughly enjoyed his music Learnt of his death while on a date with the (… ,
Impractical Jokers is top tier entertainment,These guys always wipe the floor with Sal’s ass. Unnecessary but totally hilarious
They lied to us. Horrible people , 😂
Lmao ,Still cracking up. She set him out to fail fr
Chicken rarely comes from pork , Ikr?🤣
 Me neither. Nothing beats living alone, Can’t walk around the crib like you want to. Lol &amp; soon as the vibe don’t feel slightly off my ass will be ready to move out. 😂
Ja Morant is wiping the floor with the Spurs defence. 35-8-4 so far 👀,41 point ball game. He should be an All Star starter 💪🏾
"No one would’ve predicted how much Ja Morant would eclipse Zion, this far into their respective careers. Injuries bruh (discipline too)",Hopefully we won’t have another Greg Ogden situation. Sad scenes
It’s on sight 😤 , 😂 
Your mentality shapes your reality,Of course it won’t happen instantly. Repetition lies at the heart of instruction
It’s too early for this dawg 😭 ," my bad bro, when does this shit open?😔"
Touch down Evans Will the Rams bottle this 👀,From 27-3 to a tie game 27-27. Crazy game!
"BTW, mount Kenya region is majorly with UDA. Baba is being carried pumpkin. I think they come to his rallies to see… ", You can't undo all those electoral cycles propaganda in one  will take atleast 3 to undo the harm.actually most of them are with UDA because uhuru is with RAO
"BTW, mount Kenya region is majorly with UDA. Baba is being carried pumpkin. I think they come to his rallies to see… ", Uko na helmet? 🤔😂
"BTW, mount Kenya region is majorly with UDA. Baba is being carried pumpkin. I think they come to his rallies to see… ", I agree that they're playing him... for who's benefit?
"BTW, mount Kenya region is majorly with UDA. Baba is being carried pumpkin. I think they come to his rallies to see… ", Raila has been winning without the mountain vote so there is nothing new you are telling us
 Government always does well on infrastructure. Human resource and procurement ndio kizungumkuti. If you… ,"  True, though we also can't overlook the fact that as a nation, and by extention Africans we act as though we must be supervised to do what is not only a work place duty but also moral duty. Staff report to work late, leave early, prolonged lunch breaks..."
  Very dishonest guys,"  They did have the electricity, just not the sockets 😉 - rather limited sockets"
" I love the Shahbal one, really well done", Not seen it. Link?
“Uchumi Kwanza” is a good slogan, Ya nani?
🤣🤣🤣 , Evil😆😆😆
Aha update , She used to choke on cigars huh
Gym diary yako huwa interesting 😅Pole kwa mguu , Punishment  for being fat
😂😂😂 , 🤣🤣crazy dude
 , fan fiction lol
 River lake mountain," Mi kwangu hana makao,same to campo chicks"
"    Mimi wako tena, Gateteeee",     Njooooooro__ge😂😂😂
Any Poet 🙄😳 , Mgaa gaa na upwa labda ni dereva
Any Poet 🙄😳 ,  Kkwwwaah!!!
Any Poet 🙄😳 ,  The driver of the small car🤦 If you are reading this may God protect you and your family.
Any Poet 🙄😳 , Omo this one pass poet o.
Any Poet 🙄😳 , 🙄😂🙏
Agnes Kagure has promised to ensure her government works hand in hand with national government to ensure all projec… ,  Blue .. kumbe yeye ni wa ass mio
Agnes Kagure has promised to ensure her government works hand in hand with national government to ensure all projec… ,   Today's sure winning ticket is ready my WhatsApp 
"Nairobi has been a business hub for a long time,We must do whatever possible to redeem our city-Agnes kagure… ","  I do college and University assignments at a fair cost, any research, take away cats, accountings. Dm pale WhatsApp 0768827305.Payment done after I have done and send you the work."
"Nairobi has been a business hub for a long time,We must do whatever possible to redeem our city-Agnes kagure… ",  We all need leaders who will bring changes#KagureMtaani047Agnes Kagure 
"Nairobi has been a business hub for a long time,We must do whatever possible to redeem our city-Agnes kagure… ",  We should be ready to elect good leaders#KagureMtaani047Agnes Kagure 
"Nairobi has been a business hub for a long time,We must do whatever possible to redeem our city-Agnes kagure… ",  Leaders like Agnes Kagure is what we need in this country#KagureMtaani047 
"Nairobi has been a business hub for a long time,We must do whatever possible to redeem our city-Agnes kagure… ",  #KagureMtaani047Agnes Kagure is here to ensure better development programmes in Nairobi County.
"Nairobi has been a business hub for a long time,We must do whatever possible to redeem our city-Agnes kagure… ",  #KagureMtaani047Agnes Kagure will be able to better the lives of Nairobi citizens.
"Nairobi has been a business hub for a long time,We must do whatever possible to redeem our city-Agnes kagure… ",  Nairobi is and must remain the hub of business. Agnes Kagure wants to even expand the opportunities#KagureMtaani047 
"Nairobi has been a business hub for a long time,We must do whatever possible to redeem our city-Agnes kagure… ",  #KagureMtaani047Long live Agnes Kagure. Long live Nairobi City County. 
We must be back to our glory times promises Agnes Kagure #KagureMtaani047,  Restoring the lost glory of Nairobi na Kagure.#KagureMtaani047
"Nairobi has been a business hub for a long time,We must do whatever possible to redeem our city-Agnes kagure… ",  #KagureMtaani047Agnes Kagure is very good leader who is very hardworking and optimistic 
"Nairobi has been a business hub for a long time,We must do whatever possible to redeem our city-Agnes kagure… ",  We need to show love and support to leaders whom we believe in. #KagureMtaani047Agnes Kagure  
"Nairobi has been a business hub for a long time,We must do whatever possible to redeem our city-Agnes kagure… ","  With the right person at the helm of power, Nairobi can get the transformation it deserves. #KagureMtaani047"
"Nairobi has been a business hub for a long time,We must do whatever possible to redeem our city-Agnes kagure… ",  #KagureMtaani047Agnes Kagure is really going to improve business people in Nairobi county 
"Nairobi has been a business hub for a long time,We must do whatever possible to redeem our city-Agnes kagure… ",We must be back to our glory times promises Agnes Kagure #KagureMtaani047
"Nairobi has been a business hub for a long time,We must do whatever possible to redeem our city-Agnes kagure… ",  Nairobians know that's #KagureMtaani047Agnes Kagure  is the only candidate who has good plans for them. 
#NgatiaLipaWatu KEMSA Cartel shouldn't lie to youths that he will create job opportunities while he is busy looti… , #NgatiaLipaWatuKEMSA Cartel is a disgrace to humanity.
#NgatiaLipaWatu KEMSA Cartel shouldn't lie to youths that he will create job opportunities while he is busy looti… , We know what's best for us. KEMSA Cartel #NgatiaLipaWatu
#NgatiaLipaWatu KEMSA Cartel shouldn't lie to youths that he will create job opportunities while he is busy looti… , He should stop lying to youths because we are now wiser than before.KEMSA Cartel #NgatiaLipaWatu
#NgatiaLipaWatu KEMSA Cartel shouldn't lie to youths that he will create job opportunities while he is busy looti… , KEMSA Cartel had the audacity to use and disrespect students. Lest he forgets that he is eyeing the nairobi gubernatorial seat#NgatiaLipaWatu
#NgatiaLipaWatu KEMSA Cartel shouldn't lie to youths that he will create job opportunities while he is busy looti… , We know the leaders we cannot trust its sad that we have them around KEMSA Cartel #NgatiaLipaWatu
#NgatiaLipaWatu KEMSA Cartel shouldn't lie to youths that he will create job opportunities while he is busy looti… ," The KEMSA cartel has audacity to waste students time ,no respect at all#NgatiaLipaWatu"
#NgatiaLipaWatu KEMSA Cartel shouldn't lie to youths that he will create job opportunities while he is busy looti… , He is a corrupt leader who is selfishKEMSA Cartel #NgatiaLipaWatu
#NgatiaLipaWatu KEMSA Cartel shouldn't lie to youths that he will create job opportunities while he is busy looti… , Youths need employment not being used and dumped afterwards this was totally unacceptableKEMSA Cartel #NgatiaLipaWatu
#NgatiaLipaWatu KEMSA Cartel shouldn't lie to youths that he will create job opportunities while he is busy looti… , Lets all avoid corrupt leaders at all costKEMSA Cartel #NgatiaLipaWatu
#NgatiaLipaWatu KEMSA Cartel shouldn't lie to youths that he will create job opportunities while he is busy looti… ," Exactly, kemsa cartel is only making empty promises which he cant fullfil#NgatiaLipaWatu"
#NgatiaLipaWatu KEMSA Cartel shouldn't lie to youths that he will create job opportunities while he is busy looti… , We as the youths should actually be aware that such leaders like the KEMSA Cartel cannot bring any development. They will actually abandon we the youths. So shameful 😞 #NgatiaLipaWatu
#NgatiaLipaWatu KEMSA Cartel shouldn't lie to youths that he will create job opportunities while he is busy looti… , #NgatiaLipaWatu KEMSA Cartel should not think that the youth do not have rights.
#NgatiaLipaWatu KEMSA Cartel shouldn't lie to youths that he will create job opportunities while he is busy looti… , We are awake and we won't elect such leaders.KEMSA Cartel #NgatiaLipaWatu
#NgatiaLipaWatu KEMSA Cartel shouldn't lie to youths that he will create job opportunities while he is busy looti… , Do you think KEMSA Cartel fit the position?#NgatiaLipaWatu
#NgatiaLipaWatu KEMSA Cartel shouldn't lie to youths that he will create job opportunities while he is busy looti… ,The KEMSA cartel is killing the future of our youths #NgatiaLipaWatu
#NgatiaLipaWatu KEMSA Cartel shouldn't lie to youths that he will create job opportunities while he is busy looti… , A very biased and corrupt leader indeed KEMSA Cartel #NgatiaLipaWatu
#NgatiaLipaWatu KEMSA Cartel shouldn't lie to youths that he will create job opportunities while he is busy looti… , #NgatiaLipaWatu KEMSA Cartel should not play with the minds of the youth because we are learning.
#NgatiaLipaWatu KEMSA Cartel shouldn't lie to youths that he will create job opportunities while he is busy looti… , Students slept in the cold after KEMSA Cartel with wet-dreams of being Nairobi governor abandoned them. This is despite promising them fare refunds to attend his event#Ngatialipawatu
  You Wana chill with the big boys ? ,   Countries having comedians as presidents won't eventually happen here in Uganda
 Ni kweli ana Huruma lakini nyinyi viongozi wa dini duh. Yani basi Stick to your lane!,  Manafiki haya sio ya kusikilizwa
  100,  We jamaa 😂
    anapenda sana... I mean Tennis,  😂
  Yaani hawa Chadema walikuwa wabaguzi sana walipokuwa madarakani.,   CHADEMA haijawahi kuwa madarakani kijana embu hiko kichwa chako kipeleke hospital uka chunguzwe
" Hahahaha kitonga.  Anyways, we call it Apoth", Yes Apoth😅
        ,        Wow...I miss rolaz
 Nedda sebbo!, Why not?
 Bloo mi napenda soka but Liwe fair kwa pitch. Haya mambo ya kiafrica kwenye soka ni ya kulaani kabisa.," Kweli Bloo, Chupli hazifai. CAF waingilie kati hili suala la Covid, kuanzia kwenye vilabu mpaka National teams!"
 Sijakataa bloo.  Ni vile wamefanyiwa figisu za Covid-19  na bado bahati ikawa mbaya kwao kwa kula red.  Ile red ni sahihi, Kweli Bloo
Football !!! Wow!!! Very unfair #cameroonvsCommoros. #AFCONonDStv #AFCON2022, Thats a RED Card bloo!  FAIR
Mbona ka kocha wa Guinea #AFCONonDStv #AFCON anataka kulia?? Mpira tu huu," Akiangalia score board against the time, lazima ahahe!"
 Sidhani kama Kuna restaurants zinaachia speed ya net kiasi icho,  Tembea
" It is supposed to be red, don't know what happened.",  🤣 Ginger Mourinho and Burnley happened
Admin wa  kafundisha hadi police kuandika mbwe mbwe ,  Admin wa  still tops 'em all 😀😀
"“I have held many things in my hands, and I have lost them all; but whatever I have placed in God’s hands, that I… ", Aminaaas
Thank you for crowning me Queen of Nairobi. I shall keep and protect the crown that is symbolic of our collective i… , Mbele iko sawa
Thank you for crowning me Queen of Nairobi. I shall keep and protect the crown that is symbolic of our collective i… , Mama am begging you to join winning team of either Ngatia or Tim .
Thank you for crowning me Queen of Nairobi. I shall keep and protect the crown that is symbolic of our collective i… , Indeed your a true leader 
I'm greatly impressed by the issue-driven engagements we are having with different city stakeholders ahead of Augus… , Tested and proved leader to bring good Leadership in Nairobi.Mama Dola Tosha
Thank you for crowning me Queen of Nairobi. I shall keep and protect the crown that is symbolic of our collective i… , Incoming Nairobi county Governor
I'm greatly impressed by the issue-driven engagements we are having with different city stakeholders ahead of Augus… , My governor 🥂
Thank you for crowning me Queen of Nairobi. I shall keep and protect the crown that is symbolic of our collective i… , My Governor
Thank you for crowning me Queen of Nairobi. I shall keep and protect the crown that is symbolic of our collective i… , Inawezekana
Thank you for crowning me Queen of Nairobi. I shall keep and protect the crown that is symbolic of our collective i… , Nairobi ni kagure
Thank you for crowning me Queen of Nairobi. I shall keep and protect the crown that is symbolic of our collective i… , Congratulations
Thank you for crowning me Queen of Nairobi. I shall keep and protect the crown that is symbolic of our collective i… , Governor
I'm greatly impressed by the issue-driven engagements we are having with different city stakeholders ahead of Augus… , Inawezekana
I'm greatly impressed by the issue-driven engagements we are having with different city stakeholders ahead of Augus… , Your the kind of true leadership Nairobi needs
I'm greatly impressed by the issue-driven engagements we are having with different city stakeholders ahead of Augus… , We're firmly behind you Madam gvn.  ✅
We made a solemn promise not to sacrifice our five years' future at the altar of handouts from self-seeking opportu… , Well said
I'm greatly impressed by the issue-driven engagements we are having with different city stakeholders ahead of Augus… , Consultative meetings will ensure voices of the people are heard.
I'm greatly impressed by the issue-driven engagements we are having with different city stakeholders ahead of Augus… ,"We made a solemn promise not to sacrifice our five years' future at the altar of handouts from self-seeking opportunists with no tangible agenda for Nairobi residents.Asanteni sana wanakanairo, tuendelee kutembea pamoja. Kiti tushashinda💪 #AK47 2/2"
"Good Morning 047, I wish for you to have a great week ahead. Mipango zako zote zifaulu👊👊 ", Thank you mama.
"Good Morning 047, I wish for you to have a great week ahead. Mipango zako zote zifaulu👊👊 ", Mama Nairobi county 🙏
"Good Morning 047, I wish for you to have a great week ahead. Mipango zako zote zifaulu👊👊 ", God above allBlessed week aheadAgnes Kagure 
"Good Morning 047, I wish for you to have a great week ahead. Mipango zako zote zifaulu👊👊 "," She is a true picture of good leadership that Nairobi needs,Hon Agnes kagure is transforming lives.True leadership.Uongozi Bora.#TuinueMtaaTujengeNairobi Agnes Kagure"
"Good Morning 047, I wish for you to have a great week ahead. Mipango zako zote zifaulu👊👊 ", Blessed week Governor
"Despite the cold and the dark, Nairobi is alive and roaring. May God lead in all your hustles today and through the week.Good luck 🙏🏽", Blessed week my Governor
"Despite the cold and the dark, Nairobi is alive and roaring. May God lead in all your hustles today and through the week.Good luck 🙏🏽",  You tooo
"Despite the cold and the dark, Nairobi is alive and roaring. May God lead in all your hustles today and through the week.Good luck 🙏🏽", Mbele pamoja
"Despite the cold and the dark, Nairobi is alive and roaring. May God lead in all your hustles today and through the week.Good luck 🙏🏽"," Thanks darling 🍓.You too, have a good one.👍"
"Despite the cold and the dark, Nairobi is alive and roaring. May God lead in all your hustles today and through the week.Good luck 🙏🏽", Madam047AK🙌🙌
"Despite the cold and the dark, Nairobi is alive and roaring. May God lead in all your hustles today and through the week.Good luck 🙏🏽", Good morning.
"Despite the cold and the dark, Nairobi is alive and roaring. May God lead in all your hustles today and through the week.Good luck 🙏🏽"," All shall be well this week, ni wikibya mabadiliko."
"Despite the cold and the dark, Nairobi is alive and roaring. May God lead in all your hustles today and through the week.Good luck 🙏🏽", Successful week
"Those who kneel before God can stand before any man or woman. I'm eternally grateful for the prayers, encouragement… ", Be blessed Always
"Those who kneel before God can stand before any man or woman. I'm eternally grateful for the prayers, encouragement… ", We love your work mama Dola and hope she wins
"Those who kneel before God can stand before any man or woman. I'm eternally grateful for the prayers, encouragement… ", Agnes Kagure is our only hope as Nairobians
"Those who kneel before God can stand before any man or woman. I'm eternally grateful for the prayers, encouragement… ", Agnes kagure is the unifying factor Nairobi needs
"Those who kneel before God can stand before any man or woman. I'm eternally grateful for the prayers, encouragement… ", Agnes Kagure For Nairobi
"Those who kneel before God can stand before any man or woman. I'm eternally grateful for the prayers, encouragement… ", Vote Agnes Kagure.  Best agenda 👌
"Those who kneel before God can stand before any man or woman. I'm eternally grateful for the prayers, encouragement… ", Mama Agnes Kagure county 047
"Those who kneel before God can stand before any man or woman. I'm eternally grateful for the prayers, encouragement… ", Asante sana mama Mungu akubariki
"Those who kneel before God can stand before any man or woman. I'm eternally grateful for the prayers, encouragement… ", Stay blessed Mama Kagure
"Those who kneel before God can stand before any man or woman. I'm eternally grateful for the prayers, encouragement… ", Nairobians have decided mbele ni mama
"Those who kneel before God can stand before any man or woman. I'm eternally grateful for the prayers, encouragement… "," The unifying factor in Kenyan politics, Nairobi Deserves better, Agnes kagure kiboko yao "
"Those who kneel before God can stand before any man or woman. I'm eternally grateful for the prayers, encouragement… ", You truly deserve the position
"Those who kneel before God can stand before any man or woman. I'm eternally grateful for the prayers, encouragement… ", August 2022 lazima tukupigie kura
"Those who kneel before God can stand before any man or woman. I'm eternally grateful for the prayers, encouragement… ", Nairobi ni kagure
I feel immeasurably blessed and charged after a special church service today that annointed and blessed my candidat… ,  Think twice before you are depressed
I feel immeasurably blessed and charged after a special church service today that annointed and blessed my candidat… ,  next time cover your head while near the altar.
I feel immeasurably blessed and charged after a special church service today that annointed and blessed my candidat… , It's possible 😁
I feel immeasurably blessed and charged after a special church service today that annointed and blessed my candidat… , Inawezekana
I feel immeasurably blessed and charged after a special church service today that annointed and blessed my candidat… , The next Governor Nairobi
I feel immeasurably blessed and charged after a special church service today that annointed and blessed my candidat… , Governor
  How awesome ,   Thank you 🙏
 Thank you! He's called Rosco 💖," Rosco is such a great name, Catherine 😊"
 #PuppyLoveGetaway ," How sweet, Catherine! What is the pup called?"
While admitting that the low growth numbers might be due to a high base effect—where a sector is coming from a stel… ,There is some concern about the numbers. It is true that we had some unfavourable weather conditions…but this also points to some data issues...and wouldn’t be surprised if this is revised once better numbers are provided ~ CBK Governor Patrick Njoroge
Economic data from the Kenya National Bureau of Statistics (KNBS) shows that agriculture lagged by a wide margin th… ,While admitting that the low growth numbers might be due to a high base effect—where a sector is coming from a stellar performance in the previous year— CBK governor Patrick Njoroge flagged the poor performance on concerns about data quality and expects it to be revised
". (CBK) has flagged the reported economic performance of the agriculture sector for 2021, casting doubts o… ","Economic data from the Kenya National Bureau of Statistics (KNBS) shows that agriculture lagged by a wide margin the performance of other sectors of the economy last year, attributed to erratic weather conditions in the key food growing areas"
The demand for NSSF services and the need to save for pension has gone beyond formally employed people to entrepren… ,"The NSSF Mini App will go a long way in providing customers with an exceptional user experience while providing them with the freedom to access services on their smartphones at any time through the M-PESA Super App ~ Peter Ndegwa, CEO – Safaricom"
"In the deal customers can register for NSSF membership, keep track of their contributions, top-up and manage their… ","The demand for NSSF services and the need to save for pension has gone beyond formally employed people to entrepreneurs, especially those running medium and small businesses ~ ~ Dr Anthony Omerikwa"
. has partnered with the national savings scheme  to enable millions of customers to convenien… ,"In the deal customers can register for NSSF membership, keep track of their contributions, top-up and manage their NSSF account, and make Tenant Purchase Scheme (TPS) payments all within the M-PESA Super App"
"Their yields on the bonds, which have a maturity profile of between two and 26 years, have gone up by an average of… ","Bond yields in the secondary market rise when risk sentiment goes up, and are matched with a fall in the price of the paper. This means that investors are willing to offer their bonds at a discount to secure buyers."
"Kenya has an outstanding portfolio of four Eurobonds worth a cumulative $6.1 billion (Kes693 billion), which are tr… ","Their yields on the bonds, which have a maturity profile of between two and 26 years, have gone up by an average of 1.22 percentage points since June 2021. The highest rise has been on the seven-year paper maturing in 2027, from 4.58 percent to 6.23 percent"
"The risk assigned to Kenya’s sovereign bonds by international investors has gone up in the last six months, meaning… ","Kenya has an outstanding portfolio of four Eurobonds worth a cumulative $6.1 billion (Kes693 billion), which are traded on the Irish and London stock markets"
The Labour Ministry says the country's three pieces of legislation that govern the conduct of employers and employe… ,"While the labour laws provide for what people should do, they did not anticipate this kind of situation. So there’s a need now to relook into the same laws to factor in the emergence of such challenges ~ Labour PS Peter Tum"
"Kenya is reviewing her labour laws to guide employers on how to manage unpaid leave, salary cuts and remote working… ","The Labour Ministry says the country's three pieces of legislation that govern the conduct of employers and employees do not cover forced pay cuts, unpaid leave policies as well as remote and hybrid work models."
"The announcement comes a week after President Paul Kagame had a meeting with Lt. General Kainerugaba Muhoozi, Ugand… ",Rwanda remains committed to ongoing efforts to resolve pending issues between Rwanda and Uganda and believes that today’s announcement will contribute positively to the speedy normalisation of relations between the two countries ~ Rwanda statement
"Rwanda has announced the reopening of its land borders with Uganda, including the Gatuna-Katuna border on January 3… ","The announcement comes a week after President Paul Kagame had a meeting with Lt. General Kainerugaba Muhoozi, Uganda’s Commander of Land Forces (UPDF) and Special Advisor to President Museveni, in Kigali"
Our objective for this golf tour is to demystify and make golf accessible to people. Our regional tours will help i… ,"The golf tour in Nanyuki has attracted 50 junior golfers and 52 corporate golfers in the armature category who will take part in the eighteen-hole tournament, which will also be preceded by community engagement at Kano Grounds"
"The two-day tournament comes shortly after the telco launched its golf tour series last weekend at Golf Park, Nairo… ","Our objective for this golf tour is to demystify and make golf accessible to people. Our regional tours will help in transforming lives within the sport of golf, breaking down the barriers that have been built around it ~ Peter Ndegwa,  CEO"
"The Safaricom Golf Tour tournament will tee off this weekend, January 29–30, 2022, at Nanyuki Sports Club in Laikip… ","The two-day tournament comes shortly after the telco launched its golf tour series last weekend at Golf Park, Nairobi, with the aim of nurturing and growing talent in golf across the country"
. kickoffs the search for a new Managing Director after the exit of Bernard Ngugi in August last year ,The utility has contracted consultancy firm Deloitte for the exercise whose application stage closes on February 28
